### Generation number: 50, Population size: 72 ###
###### Generation: 1 ######
generation	scenario	economy	environment	sed_sum	sed_pp	net_cost_pp	gene_values
generation	scenario	economy	environment	sed_sum	sed_pp	net_cost_pp	gene_values
10	280440131	130.573980	8.624703	2578208.833333	[2968466.5, 2342195.5, 2423964.2]	[58.83124999999998, 45.43576999999999, 26.306959999999986]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 21.0, 22.0, 0.0, 22.0, 22.0, 0.0, 13.0, 31.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 33.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 21.0, 0.0, 12.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
8	167266795	130.602790	8.674971	2576790.500000	[2966314.2, 2340962.8, 2423095.2]	[58.08237, 46.11720999999999, 26.403209999999984]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 13.0, 31.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 33.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 21.0, 0.0, 11.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
10	200664351	130.537580	8.370116	2585392.166667	[2972045.8, 2349945.0, 2434184.0]	[57.506809999999994, 47.281309999999976, 25.74945999999999]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 0.0, 21.0, 23.0, 0.0, 21.0, 21.0, 0.0, 13.0, 31.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 11.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 13.0, 21.0, 0.0, 12.0, 32.0, 42.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 22.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
6	249057090	129.896660	7.934175	2597692.500000	[2995400.2, 2359316.2, 2438360.5]	[59.77750999999998, 48.019589999999994, 22.099559999999993]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 31.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 21.0, 21.0, 0.0, 11.0, 23.0, 0.0, 11.0, 31.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
9	161337478	130.301280	8.331366	2586485.500000	[2990125.5, 2344237.5, 2425092.8]	[56.265609999999995, 48.27165999999998, 25.76400999999999]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 0.0, 21.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 11.0, 21.0, 0.0, 11.0, 31.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
11	119377464	130.806680	8.568056	2579807.166667	[2968828.0, 2344549.0, 2426044.8]	[57.39657, 46.21074999999999, 27.19935999999998]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 23.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 13.0, 31.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 33.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 21.0, 0.0, 13.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
9	165275510	129.970490	7.933549	2597710.166667	[2995418.5, 2359336.5, 2438374.8]	[58.91508999999998, 48.955839999999995, 22.099559999999993]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 31.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 21.0, 21.0, 0.0, 11.0, 23.0, 0.0, 11.0, 31.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
10	152451090	130.387070	8.095279	2593146.833333	[2993050.8, 2354304.5, 2432085.2]	[58.76009999999999, 44.05100999999999, 27.57595999999999]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 31.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 0.0, 21.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 11.0, 21.0, 0.0, 11.0, 31.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
10	103256606	130.716930	8.161230	2591286.000000	[2991475.8, 2350006.8, 2432376.2]	[59.99593999999998, 38.51022999999999, 32.21075999999999]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 21.0, 0.0, 22.0, 23.0, 0.0, 21.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 21.0, 0.0, 13.0, 32.0, 0.0, 0.0, 23.0, 23.0, 0.0, 23.0, 0.0, 21.0, 23.0, 0.0, 12.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 23.0, 21.0, 0.0, 11.0, 22.0, 0.0, 12.0, 33.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
11	180689324	130.869970	8.517776	2581225.833333	[2971339.8, 2345393.0, 2426944.2]	[52.868949999999984, 48.90701, 29.09401]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 21.0, 0.0, 0.0, 21.0, 22.0, 0.0, 21.0, 21.0, 0.0, 11.0, 31.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 31.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 22.0, 0.0, 12.0, 31.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 22.0, 0.0, 0.0, 0.0, 0.0])
11	865070096	129.971180	7.933537	2597710.500000	[2995418.5, 2359336.8, 2438375.0]	[58.91508999999998, 48.947779999999995, 22.108309999999992]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 23.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 31.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 21.0, 21.0, 0.0, 11.0, 23.0, 0.0, 11.0, 31.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
6	204119963	130.836910	8.120803	2592426.666667	[2975817.8, 2358874.5, 2442586.8]	[59.52030999999999, 39.70138999999998, 31.615209999999987]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 21.0, 22.0, 0.0, 21.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 31.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 21.0, 21.0, 0.0, 13.0, 33.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 12.0, 22.0, 0.0, 13.0, 32.0, 42.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
11	163808739	130.805800	8.110041	2592730.333333	[2985549.2, 2356274.8, 2436366.8]	[58.12324999999999, 45.198139999999995, 27.484409999999993]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 21.0, 22.0, 0.0, 22.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 23.0, 22.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 21.0, 0.0, 11.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
6	623691006	131.118510	8.423254	2583892.833333	[2973081.2, 2348775.8, 2429822.0]	[51.346389999999985, 49.85816, 29.91396]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 21.0, 0.0, 0.0, 21.0, 22.0, 0.0, 21.0, 21.0, 0.0, 11.0, 31.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 22.0, 0.0, 13.0, 31.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 22.0, 0.0, 0.0, 0.0, 0.0])
11	592791950	130.903650	8.220051	2589626.333333	[2990125.8, 2348154.8, 2430598.2]	[56.265609999999995, 41.23527999999999, 33.40275999999999]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 0.0, 21.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 11.0, 21.0, 0.0, 11.0, 31.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
7	107250145	131.058100	8.235745	2589183.500000	[2977761.0, 2354141.0, 2435648.5]	[54.96871999999999, 43.022169999999996, 33.06721]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 33.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 22.0, 0.0, 11.0, 31.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
10	940669290	130.001670	7.856824	2599875.000000	[2989519.8, 2366151.2, 2443955.0]	[59.13114, 49.97406999999999, 20.896459999999987]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 21.0, 0.0, 23.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 0.0, 22.0, 21.0, 0.0, 23.0, 21.0, 0.0, 13.0, 32.0, 0.0, 0.0, 21.0, 22.0, 0.0, 22.0, 0.0, 21.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 12.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 21.0, 22.0, 0.0, 13.0, 21.0, 0.0, 11.0, 32.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 22.0, 0.0, 0.0, 0.0, 0.0])
4	253505047	130.747190	7.875891	2599337.000000	[2998672.5, 2360394.2, 2438944.0]	[59.12414, 44.250089999999986, 27.372959999999996]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 11.0, 21.0, 0.0, 11.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
3	232211703	130.801110	7.890381	2598928.166667	[2998263.8, 2359895.8, 2438625.0]	[58.205859999999994, 45.35868999999999, 27.236559999999994]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 23.0, 22.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 11.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 11.0, 21.0, 0.0, 11.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
5	164073574	130.853470	8.118677	2592486.666667	[2975883.8, 2358937.0, 2442638.2]	[59.32686999999998, 39.91138999999998, 31.615209999999987]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 22.0, 22.0, 0.0, 21.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 31.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 21.0, 21.0, 0.0, 13.0, 33.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 12.0, 22.0, 0.0, 13.0, 32.0, 42.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
9	979258094	131.346910	8.236880	2589151.500000	[2976646.8, 2353741.2, 2437066.5]	[54.45175, 45.176099999999984, 31.719059999999995]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 13.0, 33.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 13.0, 21.0, 0.0, 12.0, 32.0, 42.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
11	158127806	131.495310	8.243643	2588960.666667	[2975522.5, 2354999.0, 2436359.8]	[53.66288999999999, 46.58295999999999, 31.24945999999998]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 21.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 0.0, 21.0, 23.0, 0.0, 21.0, 21.0, 0.0, 13.0, 31.0, 0.0, 0.0, 22.0, 23.0, 0.0, 23.0, 0.0, 21.0, 22.0, 0.0, 11.0, 33.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 21.0, 22.0, 0.0, 12.0, 21.0, 0.0, 11.0, 33.0, 43.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
8	201948974	131.261300	8.128866	2592199.166667	[2980274.2, 2357726.8, 2438597.2]	[54.28291999999999, 43.12376999999999, 33.854609999999994]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 33.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 22.0, 0.0, 13.0, 31.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
