### Generation number: 50, Population size: 72 ###
###### Generation: 1 ######
generation	scenario	economy	environment	sed_sum	sed_pp	net_cost_pp	gene_values
0	136088208	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 23.0, 21.0, 0.0, 23.0, 0.0, 0.0, 22.0, 23.0, 0.0, 23.0, 23.0, 0.0, 12.0, 32.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 0.0, 22.0, 23.0, 0.0, 12.0, 33.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 22.0, 0.0, 13.0, 23.0, 0.0, 12.0, 32.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 23.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	182044104	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 21.0, 0.0, 23.0, 0.0, 21.0, 21.0, 0.0, 21.0, 0.0, 0.0, 21.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 33.0, 0.0, 0.0, 22.0, 23.0, 0.0, 23.0, 0.0, 23.0, 23.0, 0.0, 11.0, 31.0, 0.0, 0.0, 12.0, 0.0, 23.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 12.0, 22.0, 0.0, 13.0, 33.0, 42.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	223567168	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 23.0, 0.0, 23.0, 0.0, 21.0, 21.0, 0.0, 23.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 23.0, 0.0, 12.0, 33.0, 0.0, 0.0, 21.0, 23.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 23.0, 22.0, 0.0, 12.0, 21.0, 0.0, 11.0, 33.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	195110718	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 21.0, 0.0, 23.0, 0.0, 23.0, 23.0, 0.0, 23.0, 0.0, 0.0, 21.0, 22.0, 0.0, 23.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 23.0, 21.0, 0.0, 12.0, 33.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 21.0, 22.0, 0.0, 12.0, 22.0, 0.0, 11.0, 33.0, 43.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	126350240	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 22.0, 22.0, 0.0, 12.0, 31.0, 0.0, 0.0, 21.0, 22.0, 0.0, 22.0, 0.0, 21.0, 22.0, 0.0, 11.0, 32.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 23.0, 23.0, 0.0, 13.0, 21.0, 0.0, 12.0, 33.0, 43.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	963685046	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 23.0, 0.0, 23.0, 0.0, 21.0, 21.0, 0.0, 23.0, 0.0, 0.0, 21.0, 22.0, 0.0, 23.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 21.0, 21.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 23.0, 23.0, 0.0, 13.0, 21.0, 0.0, 12.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 23.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	213014435	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 23.0, 0.0, 21.0, 22.0, 0.0, 23.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 23.0, 0.0, 12.0, 31.0, 0.0, 0.0, 21.0, 22.0, 0.0, 22.0, 0.0, 23.0, 21.0, 0.0, 12.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 23.0, 23.0, 0.0, 11.0, 23.0, 0.0, 13.0, 33.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	255116465	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 22.0, 0.0, 11.0, 33.0, 0.0, 0.0, 23.0, 22.0, 0.0, 23.0, 0.0, 22.0, 21.0, 0.0, 12.0, 31.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 22.0, 23.0, 0.0, 12.0, 21.0, 0.0, 13.0, 32.0, 41.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	995292832	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 22.0, 0.0, 12.0, 33.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 23.0, 22.0, 0.0, 12.0, 33.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 23.0, 22.0, 0.0, 13.0, 22.0, 0.0, 12.0, 33.0, 43.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	109113000	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 21.0, 0.0, 23.0, 0.0, 21.0, 21.0, 0.0, 23.0, 0.0, 0.0, 23.0, 23.0, 0.0, 23.0, 22.0, 0.0, 11.0, 31.0, 0.0, 0.0, 22.0, 21.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 11.0, 31.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 12.0, 21.0, 0.0, 11.0, 33.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	120488483	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 21.0, 0.0, 22.0, 0.0, 21.0, 23.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 21.0, 22.0, 0.0, 11.0, 33.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 0.0, 22.0, 23.0, 0.0, 13.0, 32.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 21.0, 23.0, 0.0, 13.0, 21.0, 0.0, 11.0, 31.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	396789876	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 21.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 23.0, 0.0, 0.0, 21.0, 22.0, 0.0, 23.0, 21.0, 0.0, 13.0, 31.0, 0.0, 0.0, 21.0, 22.0, 0.0, 21.0, 0.0, 23.0, 23.0, 0.0, 11.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 22.0, 0.0, 11.0, 22.0, 0.0, 11.0, 33.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	239124417	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 23.0, 22.0, 0.0, 21.0, 0.0, 0.0, 22.0, 22.0, 0.0, 21.0, 21.0, 0.0, 13.0, 33.0, 0.0, 0.0, 22.0, 21.0, 0.0, 21.0, 0.0, 22.0, 21.0, 0.0, 11.0, 31.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 22.0, 22.0, 0.0, 12.0, 23.0, 0.0, 13.0, 33.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 21.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	161770384	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 21.0, 22.0, 0.0, 21.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 22.0, 0.0, 12.0, 31.0, 0.0, 0.0, 22.0, 23.0, 0.0, 23.0, 0.0, 23.0, 21.0, 0.0, 12.0, 32.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 23.0, 22.0, 0.0, 13.0, 21.0, 0.0, 12.0, 33.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	210706387	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 21.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 31.0, 0.0, 0.0, 23.0, 22.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 11.0, 33.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 21.0, 22.0, 0.0, 12.0, 21.0, 0.0, 13.0, 32.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 22.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	594547033	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 21.0, 0.0, 0.0, 22.0, 21.0, 0.0, 22.0, 21.0, 0.0, 12.0, 31.0, 0.0, 0.0, 21.0, 22.0, 0.0, 23.0, 0.0, 22.0, 22.0, 0.0, 11.0, 33.0, 0.0, 0.0, 12.0, 0.0, 23.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 21.0, 22.0, 0.0, 12.0, 21.0, 0.0, 12.0, 31.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 23.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	190980038	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 23.0, 21.0, 0.0, 22.0, 0.0, 0.0, 22.0, 23.0, 0.0, 21.0, 22.0, 0.0, 13.0, 32.0, 0.0, 0.0, 21.0, 21.0, 0.0, 23.0, 0.0, 22.0, 22.0, 0.0, 11.0, 31.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 12.0, 23.0, 0.0, 11.0, 32.0, 41.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	219330499	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 23.0, 21.0, 0.0, 22.0, 0.0, 0.0, 23.0, 21.0, 0.0, 21.0, 21.0, 0.0, 13.0, 32.0, 0.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 22.0, 21.0, 0.0, 11.0, 33.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 13.0, 23.0, 0.0, 13.0, 33.0, 42.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 21.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	196351511	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 23.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 22.0, 0.0, 21.0, 0.0, 23.0, 23.0, 0.0, 22.0, 0.0, 0.0, 23.0, 22.0, 0.0, 21.0, 23.0, 0.0, 13.0, 33.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 13.0, 31.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 12.0, 23.0, 0.0, 11.0, 31.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	907842359	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 21.0, 0.0, 21.0, 23.0, 0.0, 23.0, 0.0, 0.0, 21.0, 21.0, 0.0, 21.0, 21.0, 0.0, 12.0, 33.0, 0.0, 0.0, 21.0, 21.0, 0.0, 22.0, 0.0, 22.0, 21.0, 0.0, 12.0, 32.0, 0.0, 0.0, 11.0, 0.0, 23.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 12.0, 23.0, 0.0, 13.0, 32.0, 41.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 23.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	187323106	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 21.0, 23.0, 0.0, 22.0, 0.0, 0.0, 22.0, 21.0, 0.0, 23.0, 22.0, 0.0, 12.0, 33.0, 0.0, 0.0, 22.0, 22.0, 0.0, 23.0, 0.0, 22.0, 23.0, 0.0, 13.0, 31.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 22.0, 22.0, 0.0, 11.0, 21.0, 0.0, 12.0, 32.0, 42.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 21.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 22.0, 0.0, 0.0, 0.0, 0.0])
0	217772264	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 22.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 23.0, 23.0, 0.0, 11.0, 33.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 0.0, 23.0, 23.0, 0.0, 11.0, 32.0, 0.0, 0.0, 11.0, 0.0, 21.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 22.0, 23.0, 0.0, 11.0, 22.0, 0.0, 12.0, 32.0, 42.0, 23.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	635403134	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 22.0, 0.0, 23.0, 0.0, 23.0, 21.0, 0.0, 23.0, 0.0, 0.0, 22.0, 23.0, 0.0, 21.0, 23.0, 0.0, 12.0, 33.0, 0.0, 0.0, 21.0, 23.0, 0.0, 22.0, 0.0, 22.0, 23.0, 0.0, 11.0, 32.0, 0.0, 0.0, 13.0, 0.0, 23.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 13.0, 0.0, 21.0, 0.0, 0.0, 23.0, 22.0, 0.0, 11.0, 23.0, 0.0, 11.0, 33.0, 43.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 23.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 21.0, 0.0, 0.0, 0.0, 0.0])
0	148035271	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 21.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 23.0, 0.0, 22.0, 0.0, 22.0, 23.0, 0.0, 23.0, 0.0, 0.0, 22.0, 23.0, 0.0, 22.0, 22.0, 0.0, 13.0, 33.0, 0.0, 0.0, 21.0, 21.0, 0.0, 22.0, 0.0, 22.0, 21.0, 0.0, 11.0, 32.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 12.0, 0.0, 22.0, 0.0, 0.0, 21.0, 23.0, 0.0, 11.0, 23.0, 0.0, 11.0, 32.0, 42.0, 22.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 22.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 23.0, 0.0, 0.0, 0.0, 0.0])
0	488053648	300.000000	0.000000	0.000000	[]	[]	array('d', [0.0, 22.0, 0.0, 0.0, 0.0, 0.0, 22.0, 0.0, 0.0, 0.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 23.0, 0.0, 0.0, 22.0, 0.0, 22.0, 0.0, 22.0, 21.0, 0.0, 22.0, 0.0, 0.0, 23.0, 23.0, 0.0, 23.0, 23.0, 0.0, 11.0, 31.0, 0.0, 0.0, 23.0, 23.0, 0.0, 21.0, 0.0, 21.0, 21.0, 0.0, 13.0, 32.0, 0.0, 0.0, 12.0, 0.0, 21.0, 0.0, 0.0, 0.0, 21.0, 0.0, 0.0, 11.0, 0.0, 22.0, 0.0, 0.0, 23.0, 23.0, 0.0, 12.0, 22.0, 0.0, 13.0, 32.0, 42.0, 21.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 23.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 21.0, 23.0, 0.0, 0.0, 0.0, 0.0])
