#UTCTIME
#TIMESTEP 86400
StationID,DATETIME,TMEAN,TMAX,TMIN,RM,WS,SSD
58911,2015-05-06 03:20:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:25:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:30:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:35:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:40:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:45:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:50:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 03:55:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:00:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:05:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:10:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:15:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:20:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:25:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:30:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:35:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:40:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:45:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:50:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 04:55:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:00:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:05:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:10:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:15:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:20:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:25:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:30:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:35:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:40:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:45:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:50:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 05:55:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:00:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:05:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:10:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:15:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:20:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:25:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:30:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:35:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:40:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:45:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:50:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 06:55:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:00:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:05:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:10:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:15:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:20:00,21.3,22.5,19.9,92,0.6,0.0
58911,2015-05-06 07:25:00,21.3,22.5,19.9,92,0.6,0.0
