#LOCALTIME 8
RAINID,DATETIME,81502750
R2014029,2014-07-24 19:40:00,6
R2014029,2014-07-24 19:45:00,0
R2014029,2014-07-24 19:50:00,6
R2014029,2014-07-24 19:55:00,0
R2014029,2014-07-24 20:00:00,6
R2014029,2014-07-24 20:05:00,0
R2014029,2014-07-24 20:10:00,6
R2014029,2014-07-24 20:15:00,0
R2014029,2014-07-24 23:25:00,6
R2014029,2014-07-24 23:30:00,0
R2014030,2014-08-12 18:30:00,6
R2014030,2014-08-12 18:35:00,30
R2014030,2014-08-12 18:40:00,18
R2014030,2014-08-12 18:45:00,30
R2014030,2014-08-12 18:50:00,30
R2014030,2014-08-12 18:55:00,12
R2014030,2014-08-12 19:00:00,0
R2014030,2014-08-12 19:05:00,6
R2014030,2014-08-12 19:10:00,0
R2014030,2014-08-12 19:35:00,6
R2014030,2014-08-12 19:40:00,0
R2014030,2014-08-12 19:45:00,6
R2014030,2014-08-12 19:50:00,6
R2014030,2014-08-12 19:55:00,0
R2014030,2014-08-12 20:00:00,6
R2014030,2014-08-12 20:05:00,0
R2014030,2014-08-12 20:10:00,6
R2014030,2014-08-12 20:15:00,0
R2014031,2014-08-14 13:20:00,6
R2014031,2014-08-14 13:25:00,0
R2014031,2014-08-14 13:45:00,6
R2014031,2014-08-14 13:50:00,54
R2014031,2014-08-14 13:55:00,72
R2014031,2014-08-14 14:00:00,24
R2014031,2014-08-14 14:05:00,6
R2014031,2014-08-14 14:10:00,54
R2014031,2014-08-14 14:15:00,30
R2014031,2014-08-14 14:20:00,0
R2014031,2014-08-14 14:25:00,6
R2014031,2014-08-14 14:30:00,0
R2014032,2014-08-19 13:35:00,6
R2014032,2014-08-19 13:40:00,18
R2014032,2014-08-19 13:45:00,12
R2014032,2014-08-19 13:50:00,12
R2014032,2014-08-19 13:55:00,6
R2014032,2014-08-19 14:00:00,6
R2014032,2014-08-19 14:05:00,0
R2014032,2014-08-19 14:10:00,6
R2014032,2014-08-19 14:15:00,72
R2014032,2014-08-19 14:20:00,42
R2014032,2014-08-19 14:25:00,36
R2014032,2014-08-19 14:30:00,24
R2014032,2014-08-19 14:35:00,12
R2014032,2014-08-19 14:40:00,12
R2014032,2014-08-19 14:45:00,12
R2014032,2014-08-19 14:50:00,18
R2014032,2014-08-19 14:55:00,6
R2014032,2014-08-19 15:00:00,0
R2014032,2014-08-19 15:10:00,6
R2014032,2014-08-19 15:15:00,6
R2014032,2014-08-19 15:20:00,6
R2014032,2014-08-19 15:25:00,6
R2014032,2014-08-19 15:30:00,0
R2014032,2014-08-19 15:35:00,6
R2014032,2014-08-19 15:40:00,6
R2014032,2014-08-19 15:45:00,12
R2014032,2014-08-19 15:50:00,6
R2014032,2014-08-19 15:55:00,0
R2014032,2014-08-19 16:00:00,6
R2014032,2014-08-19 16:05:00,6
R2014032,2014-08-19 16:10:00,0
R2014032,2014-08-19 16:15:00,6
R2014032,2014-08-19 16:20:00,0
R2014032,2014-08-19 16:25:00,6
R2014032,2014-08-19 16:30:00,0
R2014032,2014-08-19 16:45:00,6
R2014032,2014-08-19 16:50:00,0
R2014032,2014-08-19 17:10:00,6
R2014032,2014-08-19 17:15:00,0
R2014032,2014-08-19 17:40:00,6
R2014032,2014-08-19 17:45:00,0
R2014032,2014-08-19 19:05:00,6
R2014032,2014-08-19 19:10:00,0
R2014032,2014-08-19 19:55:00,6
R2014032,2014-08-19 20:00:00,0
R2014032,2014-08-19 20:45:00,6
R2014032,2014-08-19 20:50:00,0
R2014032,2014-08-19 21:05:00,6
R2014032,2014-08-19 21:10:00,6
R2014032,2014-08-19 21:15:00,0
R2014032,2014-08-19 21:55:00,6
R2014032,2014-08-19 22:00:00,0
R2014032,2014-08-19 22:15:00,6
R2014032,2014-08-19 22:20:00,0
R2014032,2014-08-19 22:25:00,18
R2014032,2014-08-19 22:30:00,18
R2014032,2014-08-19 22:35:00,12
R2014032,2014-08-19 22:40:00,12
R2014032,2014-08-19 22:45:00,6
R2014032,2014-08-19 22:50:00,12
R2014032,2014-08-19 22:55:00,12
R2014032,2014-08-19 23:00:00,0
R2014032,2014-08-19 23:05:00,6
R2014032,2014-08-19 23:10:00,6
R2014032,2014-08-19 23:15:00,6
R2014032,2014-08-19 23:20:00,0
R2014032,2014-08-19 23:25:00,6
R2014032,2014-08-19 23:30:00,6
R2014032,2014-08-19 23:35:00,0
R2014032,2014-08-19 23:45:00,6
R2014032,2014-08-19 23:50:00,0
R2014032,2014-08-20 0:00:00,6
R2014032,2014-08-20 0:05:00,0
R2014032,2014-08-20 0:10:00,6
R2014032,2014-08-20 0:15:00,0
R2014032,2014-08-20 0:35:00,6
R2014032,2014-08-20 0:40:00,0
R2014032,2014-08-20 3:45:00,6
R2014032,2014-08-20 3:50:00,0
R2014032,2014-08-20 7:10:00,6
R2014032,2014-08-20 7:15:00,0
R2014033,2014-08-20 13:20:00,6
R2014033,2014-08-20 13:25:00,0
R2014033,2014-08-20 15:00:00,30
R2014033,2014-08-20 15:05:00,60
R2014033,2014-08-20 15:10:00,12
R2014033,2014-08-20 15:15:00,30
R2014033,2014-08-20 15:20:00,48
R2014033,2014-08-20 15:25:00,24
R2014033,2014-08-20 15:30:00,12
R2014033,2014-08-20 15:35:00,24
R2014033,2014-08-20 15:40:00,12
R2014033,2014-08-20 15:45:00,6
R2014033,2014-08-20 15:50:00,6
R2014033,2014-08-20 15:55:00,12
R2014033,2014-08-20 16:00:00,18
R2014033,2014-08-20 16:05:00,0
R2014033,2014-08-20 17:15:00,6
R2014033,2014-08-20 17:20:00,0
R2014033,2014-08-20 17:25:00,6
R2014033,2014-08-20 17:30:00,36
R2014033,2014-08-20 17:35:00,6
R2014033,2014-08-20 17:40:00,30
R2014033,2014-08-20 17:45:00,18
R2014033,2014-08-20 17:50:00,24
R2014033,2014-08-20 17:55:00,12
R2014033,2014-08-20 18:00:00,6
R2014033,2014-08-20 18:05:00,0
R2014033,2014-08-20 18:10:00,6
R2014033,2014-08-20 18:15:00,0
R2014033,2014-08-20 18:30:00,6
R2014033,2014-08-20 18:35:00,0
R2014033,2014-08-20 18:45:00,6
R2014033,2014-08-20 18:50:00,0
R2014033,2014-08-20 19:00:00,6
R2014033,2014-08-20 19:05:00,0
R2014033,2014-08-20 19:40:00,6
R2014033,2014-08-20 19:45:00,0
R2014033,2014-08-20 19:50:00,6
R2014033,2014-08-20 19:55:00,0
R2014033,2014-08-20 20:35:00,6
R2014033,2014-08-20 20:40:00,0
R2014033,2014-08-20 20:50:00,6
R2014033,2014-08-20 20:55:00,6
R2014033,2014-08-20 21:00:00,6
R2014033,2014-08-20 21:05:00,6
R2014033,2014-08-20 21:10:00,12
R2014033,2014-08-20 21:15:00,36
R2014033,2014-08-20 21:20:00,18
R2014033,2014-08-20 21:25:00,0
R2014034,2014-11-07 17:10:00,6
R2014034,2014-11-07 17:15:00,0
R2014034,2014-11-07 17:30:00,6
R2014034,2014-11-07 17:35:00,0
R2014034,2014-11-07 17:45:00,6
R2014034,2014-11-07 17:50:00,0
R2014034,2014-11-07 18:00:00,6
R2014034,2014-11-07 18:05:00,0
R2014034,2014-11-07 18:30:00,6
R2014034,2014-11-07 18:35:00,0
R2014034,2014-11-07 18:45:00,6
R2014034,2014-11-07 18:50:00,0
R2014034,2014-11-07 19:15:00,6
R2014034,2014-11-07 19:20:00,0
R2014034,2014-11-07 20:10:00,6
R2014034,2014-11-07 20:15:00,0
R2014034,2014-11-07 20:30:00,6
R2014034,2014-11-07 20:35:00,0
R2014034,2014-11-07 21:30:00,6
R2014034,2014-11-07 21:35:00,0
R2014034,2014-11-07 21:40:00,6
R2014034,2014-11-07 21:45:00,0
R2014034,2014-11-07 21:55:00,6
R2014034,2014-11-07 22:00:00,0
R2014034,2014-11-07 22:05:00,6
R2014034,2014-11-07 22:10:00,0
R2014034,2014-11-07 22:20:00,6
R2014034,2014-11-07 22:25:00,6
R2014034,2014-11-07 22:30:00,0
R2014034,2014-11-07 22:35:00,6
R2014034,2014-11-07 22:40:00,0
R2014034,2014-11-07 22:45:00,6
R2014034,2014-11-07 22:50:00,6
R2014034,2014-11-07 22:55:00,0
R2014034,2014-11-07 23:00:00,6
R2014034,2014-11-07 23:05:00,6
R2014034,2014-11-07 23:10:00,6
R2014034,2014-11-07 23:15:00,0
R2014034,2014-11-07 23:20:00,6
R2014034,2014-11-07 23:25:00,6
R2014034,2014-11-07 23:30:00,0
R2014034,2014-11-07 23:45:00,6
R2014034,2014-11-07 23:50:00,6
R2014034,2014-11-07 23:55:00,6
R2014034,2014-11-08 0:00:00,0
R2014034,2014-11-08 0:05:00,6
R2014034,2014-11-08 0:10:00,0
R2014034,2014-11-08 1:00:00,6
R2014034,2014-11-08 1:05:00,0
R2014034,2014-11-08 1:20:00,6
R2014034,2014-11-08 1:25:00,0
R2014034,2014-11-08 2:00:00,6
R2014034,2014-11-08 2:05:00,0
R2014034,2014-11-08 2:35:00,6
R2014034,2014-11-08 2:40:00,0
R2014034,2014-11-08 3:30:00,6
R2014034,2014-11-08 3:35:00,0
R2014034,2014-11-08 4:25:00,6
R2014034,2014-11-08 4:30:00,0
R2014034,2014-11-08 9:25:00,6
R2014034,2014-11-08 9:30:00,0
R2014035,2014-11-30 17:25:00,66
R2014035,2014-11-30 17:30:00,78
R2014035,2014-11-30 17:35:00,12
R2014035,2014-11-30 17:40:00,6
R2014035,2014-11-30 17:45:00,6
R2014035,2014-11-30 17:50:00,0
R2014036,2014-12-03 15:10:00,6
R2014036,2014-12-03 15:15:00,0
R2014036,2014-12-03 15:30:00,6
R2014036,2014-12-03 15:35:00,0
R2014036,2014-12-03 15:55:00,6
R2014036,2014-12-03 16:00:00,0
R2014036,2014-12-03 16:05:00,6
R2014036,2014-12-03 16:10:00,6
R2014036,2014-12-03 16:15:00,12
R2014036,2014-12-03 16:20:00,6
R2014036,2014-12-03 16:25:00,6
R2014036,2014-12-03 16:30:00,12
R2014036,2014-12-03 16:35:00,12
R2014036,2014-12-03 16:40:00,12
R2014036,2014-12-03 16:45:00,6
R2014036,2014-12-03 16:50:00,0
R2014036,2014-12-03 16:55:00,6
R2014036,2014-12-03 17:00:00,6
R2014036,2014-12-03 17:05:00,0
R2014036,2014-12-03 17:10:00,6
R2014036,2014-12-03 17:15:00,6
R2014036,2014-12-03 17:20:00,6
R2014036,2014-12-03 17:25:00,6
R2014036,2014-12-03 17:30:00,12
R2014036,2014-12-03 17:35:00,0
R2014036,2014-12-03 17:45:00,6
R2014036,2014-12-03 17:50:00,0
R2014036,2014-12-03 18:00:00,6
R2014036,2014-12-03 18:05:00,0
R2014036,2014-12-03 18:15:00,6
R2014036,2014-12-03 18:20:00,0
R2014036,2014-12-03 18:25:00,6
R2014036,2014-12-03 18:30:00,0
R2014036,2014-12-03 18:35:00,6
R2014036,2014-12-03 18:40:00,0
R2014036,2014-12-03 18:50:00,6
R2014036,2014-12-03 18:55:00,6
R2014036,2014-12-03 19:00:00,6
R2014036,2014-12-03 19:05:00,0
R2014036,2014-12-03 19:10:00,6
R2014036,2014-12-03 19:15:00,6
R2014036,2014-12-03 19:20:00,0
R2014036,2014-12-03 19:25:00,6
R2014036,2014-12-03 19:30:00,0
R2014036,2014-12-03 19:35:00,6
R2014036,2014-12-03 19:40:00,0
R2014036,2014-12-03 19:50:00,6
R2014036,2014-12-03 19:55:00,0
R2014036,2014-12-03 20:00:00,6
R2014036,2014-12-03 20:05:00,6
R2014036,2014-12-03 20:10:00,6
R2014036,2014-12-03 20:15:00,6
R2014036,2014-12-03 20:20:00,0
R2014036,2014-12-03 20:30:00,6
R2014036,2014-12-03 20:35:00,0
R2014036,2014-12-03 21:00:00,6
R2014036,2014-12-03 21:05:00,0
R2014036,2014-12-03 21:10:00,6
R2014036,2014-12-03 21:15:00,6
R2014036,2014-12-03 21:20:00,12
R2014036,2014-12-03 21:25:00,6
R2014036,2014-12-03 21:30:00,12
R2014036,2014-12-03 21:35:00,0
R2014036,2014-12-03 21:40:00,6
R2014036,2014-12-03 21:45:00,0
R2014036,2014-12-03 21:50:00,6
R2014036,2014-12-03 21:55:00,0
R2014036,2014-12-03 22:00:00,6
R2014036,2014-12-03 22:05:00,0
R2014036,2014-12-03 22:15:00,6
R2014036,2014-12-03 22:20:00,0
R2014036,2014-12-03 22:25:00,6
R2014036,2014-12-03 22:30:00,0
R2014036,2014-12-03 22:40:00,6
R2014036,2014-12-03 22:45:00,0
R2014036,2014-12-03 22:50:00,6
R2014036,2014-12-03 22:55:00,0
R2014036,2014-12-03 23:00:00,6
R2014036,2014-12-03 23:05:00,0
R2014036,2014-12-03 23:15:00,6
R2014036,2014-12-03 23:20:00,6
R2014036,2014-12-03 23:25:00,0
R2014036,2014-12-03 23:30:00,6
R2014036,2014-12-03 23:35:00,0
R2014036,2014-12-03 23:40:00,6
R2014036,2014-12-03 23:45:00,0
R2014036,2014-12-03 23:55:00,6
R2014036,2014-12-04 0:00:00,0
R2014036,2014-12-04 2:00:00,6
R2014036,2014-12-04 2:05:00,0
R2014036,2014-12-04 3:25:00,6
R2014036,2014-12-04 3:30:00,0
R2015001,2015-01-12 04:10:00,6
R2015001,2015-01-12 04:15:00,0
R2015001,2015-01-12 04:45:00,6
R2015001,2015-01-12 04:50:00,0
R2015001,2015-01-12 05:35:00,6
R2015001,2015-01-12 05:40:00,0
R2015001,2015-01-12 06:25:00,6
R2015001,2015-01-12 06:30:00,0
R2015001,2015-01-12 07:45:00,6
R2015001,2015-01-12 07:50:00,0
R2015001,2015-01-12 11:50:00,6
R2015001,2015-01-12 11:55:00,0
R2015001,2015-01-12 13:25:00,6
R2015001,2015-01-12 13:30:00,0
R2015001,2015-01-12 13:45:00,6
R2015001,2015-01-12 13:50:00,0
R2015001,2015-01-12 14:05:00,6
R2015001,2015-01-12 14:10:00,0
R2015001,2015-01-12 15:00:00,6
R2015001,2015-01-12 15:05:00,0
R2015001,2015-01-12 15:55:00,6
R2015001,2015-01-12 16:00:00,0
R2015001,2015-01-12 16:15:00,6
R2015001,2015-01-12 16:20:00,0
R2015001,2015-01-12 17:00:00,6
R2015001,2015-01-12 17:05:00,0
R2015001,2015-01-12 17:35:00,6
R2015001,2015-01-12 17:40:00,0
R2015001,2015-01-12 18:10:00,6
R2015001,2015-01-12 18:15:00,0
R2015001,2015-01-12 18:25:00,6
R2015001,2015-01-12 18:30:00,0
R2015001,2015-01-12 18:40:00,6
R2015001,2015-01-12 18:45:00,0
R2015001,2015-01-12 18:50:00,6
R2015001,2015-01-12 18:55:00,0
R2015001,2015-01-12 19:10:00,6
R2015001,2015-01-12 19:15:00,0
R2015001,2015-01-12 19:35:00,6
R2015001,2015-01-12 19:40:00,0
R2015001,2015-01-12 19:50:00,6
R2015001,2015-01-12 19:55:00,0
R2015001,2015-01-12 20:00:00,6
R2015001,2015-01-12 20:05:00,0
R2015001,2015-01-12 20:15:00,6
R2015001,2015-01-12 20:20:00,0
R2015001,2015-01-12 20:30:00,6
R2015001,2015-01-12 20:35:00,0
R2015001,2015-01-12 20:55:00,6
R2015001,2015-01-12 21:00:00,0
R2015001,2015-01-12 21:15:00,6
R2015001,2015-01-12 21:20:00,0
R2015001,2015-01-12 21:45:00,6
R2015001,2015-01-12 21:50:00,0
R2015001,2015-01-12 22:00:00,6
R2015001,2015-01-12 22:05:00,6
R2015001,2015-01-12 22:10:00,6
R2015001,2015-01-12 22:15:00,6
R2015001,2015-01-12 22:20:00,6
R2015001,2015-01-12 22:25:00,0
R2015001,2015-01-12 22:30:00,6
R2015001,2015-01-12 22:35:00,0
R2015001,2015-01-12 22:40:00,6
R2015001,2015-01-12 22:45:00,0
R2015001,2015-01-12 23:10:00,6
R2015001,2015-01-12 23:15:00,6
R2015001,2015-01-12 23:20:00,6
R2015001,2015-01-12 23:25:00,0
R2015001,2015-01-12 23:30:00,6
R2015001,2015-01-12 23:35:00,6
R2015001,2015-01-12 23:40:00,6
R2015001,2015-01-12 23:45:00,0
R2015001,2015-01-12 23:55:00,6
R2015001,2015-01-13 00:00:00,0
R2015001,2015-01-13 00:05:00,6
R2015001,2015-01-13 00:10:00,0
R2015001,2015-01-13 00:15:00,6
R2015001,2015-01-13 00:20:00,0
R2015001,2015-01-13 00:30:00,6
R2015001,2015-01-13 00:35:00,0
R2015001,2015-01-13 00:45:00,6
R2015001,2015-01-13 00:50:00,0
R2015001,2015-01-13 01:25:00,6
R2015001,2015-01-13 01:30:00,0
R2015001,2015-01-13 01:50:00,6
R2015001,2015-01-13 01:55:00,0
R2015001,2015-01-13 02:05:00,6
R2015001,2015-01-13 02:10:00,0
R2015001,2015-01-13 02:20:00,6
R2015001,2015-01-13 02:25:00,0
R2015001,2015-01-13 02:30:00,6
R2015001,2015-01-13 02:35:00,0
R2015001,2015-01-13 02:40:00,6
R2015001,2015-01-13 02:45:00,0
R2015001,2015-01-13 02:50:00,6
R2015001,2015-01-13 02:55:00,0
R2015001,2015-01-13 03:15:00,6
R2015001,2015-01-13 03:20:00,0
R2015001,2015-01-13 03:30:00,6
R2015001,2015-01-13 03:35:00,6
R2015001,2015-01-13 03:40:00,6
R2015001,2015-01-13 03:45:00,0
R2015001,2015-01-13 04:25:00,6
R2015001,2015-01-13 04:30:00,0
R2015001,2015-01-13 04:55:00,6
R2015001,2015-01-13 05:00:00,6
R2015001,2015-01-13 05:05:00,0
R2015001,2015-01-13 05:15:00,6
R2015001,2015-01-13 05:20:00,6
R2015001,2015-01-13 05:25:00,6
R2015001,2015-01-13 05:30:00,0
R2015001,2015-01-13 05:35:00,6
R2015001,2015-01-13 05:40:00,0
R2015001,2015-01-13 06:20:00,6
R2015001,2015-01-13 06:25:00,0
R2015001,2015-01-13 06:30:00,6
R2015001,2015-01-13 06:35:00,0
R2015001,2015-01-13 06:40:00,6
R2015001,2015-01-13 06:45:00,0
R2015001,2015-01-13 06:55:00,6
R2015001,2015-01-13 07:00:00,0
R2015001,2015-01-13 07:05:00,6
R2015001,2015-01-13 07:10:00,0
R2015001,2015-01-13 07:40:00,6
R2015001,2015-01-13 07:45:00,6
R2015001,2015-01-13 07:50:00,0
R2015001,2015-01-13 08:05:00,6
R2015001,2015-01-13 08:10:00,0
R2015001,2015-01-13 08:25:00,6
R2015001,2015-01-13 08:30:00,6
R2015001,2015-01-13 08:35:00,6
R2015001,2015-01-13 08:40:00,6
R2015001,2015-01-13 08:45:00,6
R2015001,2015-01-13 08:50:00,6
R2015001,2015-01-13 08:55:00,6
R2015001,2015-01-13 09:00:00,6
R2015001,2015-01-13 09:05:00,6
R2015001,2015-01-13 09:10:00,0
R2015001,2015-01-13 09:15:00,6
R2015001,2015-01-13 09:20:00,0
R2015001,2015-01-13 09:35:00,6
R2015001,2015-01-13 09:40:00,0
R2015001,2015-01-13 10:05:00,6
R2015001,2015-01-13 10:10:00,0
R2015001,2015-01-13 10:55:00,6
R2015001,2015-01-13 11:00:00,0
R2015001,2015-01-13 11:05:00,6
R2015001,2015-01-13 11:10:00,0
R2015001,2015-01-13 12:20:00,6
R2015001,2015-01-13 12:25:00,0
R2015001,2015-01-13 12:35:00,6
R2015001,2015-01-13 12:40:00,0
R2015001,2015-01-13 13:00:00,6
R2015001,2015-01-13 13:05:00,0
R2015001,2015-01-13 13:50:00,6
R2015001,2015-01-13 13:55:00,0
R2015001,2015-01-13 14:05:00,6
R2015001,2015-01-13 14:10:00,0
R2015001,2015-01-13 14:20:00,6
R2015001,2015-01-13 14:25:00,0
R2015001,2015-01-13 14:40:00,6
R2015001,2015-01-13 14:45:00,0
R2015001,2015-01-13 15:25:00,6
R2015001,2015-01-13 15:30:00,0
R2015001,2015-01-13 16:00:00,6
R2015001,2015-01-13 16:05:00,0
R2015002,2014-11-30 00:00:00,0
R2015002,2015-02-15 08:15:00,6
R2015002,2015-02-15 08:20:00,0
R2015002,2015-02-15 08:35:00,12
R2015002,2015-02-15 08:40:00,0
R2015002,2015-02-15 08:45:00,6
R2015002,2015-02-15 08:50:00,0
R2015002,2015-02-15 09:25:00,6
R2015002,2015-02-15 09:30:00,0
R2015002,2015-02-15 10:10:00,6
R2015002,2015-02-15 10:15:00,0
R2015002,2015-02-15 10:20:00,6
R2015002,2015-02-15 10:25:00,6
R2015002,2015-02-15 10:30:00,6
R2015002,2015-02-15 10:35:00,0
R2015002,2015-02-15 10:40:00,6
R2015002,2015-02-15 10:45:00,0
R2015002,2015-02-15 10:55:00,12
R2015002,2015-02-15 11:00:00,6
R2015002,2015-02-15 11:05:00,6
R2015002,2015-02-15 11:10:00,0
R2015002,2015-02-15 11:25:00,6
R2015002,2015-02-15 11:30:00,12
R2015002,2015-02-15 11:35:00,12
R2015002,2015-02-15 11:40:00,0
R2015002,2015-02-15 11:50:00,6
R2015002,2015-02-15 11:55:00,0
R2015002,2015-02-15 12:00:00,6
R2015002,2015-02-15 12:05:00,6
R2015002,2015-02-15 12:10:00,6
R2015002,2015-02-15 12:15:00,6
R2015002,2015-02-15 12:20:00,6
R2015002,2015-02-15 12:25:00,12
R2015002,2015-02-15 12:30:00,12
R2015002,2015-02-15 12:35:00,0
R2015003,2014-11-30 00:00:00,0
R2015003,2015-02-18 16:25:00,6
R2015003,2015-02-18 16:30:00,18
R2015003,2015-02-18 16:35:00,0
R2015003,2015-02-18 18:45:00,6
R2015003,2015-02-18 18:50:00,12
R2015003,2015-02-18 18:55:00,6
R2015003,2015-02-18 19:00:00,6
R2015003,2015-02-18 19:05:00,6
R2015003,2015-02-18 19:10:00,0
R2015003,2015-02-18 19:20:00,6
R2015003,2015-02-18 19:25:00,0
R2015003,2015-02-18 19:45:00,6
R2015003,2015-02-18 19:50:00,12
R2015003,2015-02-18 19:55:00,6
R2015003,2015-02-18 20:00:00,0
R2015003,2015-02-18 20:25:00,6
R2015003,2015-02-18 20:30:00,0
R2015003,2015-02-19 02:25:00,6
R2015003,2015-02-19 02:30:00,18
R2015003,2015-02-19 02:35:00,0
R2015003,2015-02-19 03:20:00,6
R2015003,2015-02-19 03:25:00,12
R2015003,2015-02-19 03:30:00,0
R2015003,2015-02-19 03:35:00,6
R2015003,2015-02-19 03:40:00,0
R2015003,2015-02-19 04:20:00,6
R2015003,2015-02-19 04:25:00,6
R2015003,2015-02-19 04:30:00,0
R2015003,2015-02-19 05:30:00,6
R2015003,2015-02-19 05:35:00,0
R2015004,2014-11-30 00:00:00,0
R2015004,2015-02-21 07:10:00,18
R2015004,2015-02-21 07:15:00,18
R2015004,2015-02-21 07:20:00,30
R2015004,2015-02-21 07:25:00,36
R2015004,2015-02-21 07:30:00,18
R2015004,2015-02-21 07:35:00,6
R2015004,2015-02-21 07:40:00,0
R2015004,2015-02-21 07:45:00,6
R2015004,2015-02-21 07:50:00,6
R2015004,2015-02-21 07:55:00,6
R2015004,2015-02-21 08:00:00,0
R2015004,2015-02-21 08:05:00,6
R2015004,2015-02-21 08:10:00,0
R2015004,2015-02-21 08:20:00,6
R2015004,2015-02-21 08:25:00,0
R2015004,2015-02-21 08:35:00,6
R2015004,2015-02-21 08:40:00,0
R2015004,2015-02-21 09:30:00,6
R2015004,2015-02-21 09:35:00,0
R2015004,2015-02-21 10:05:00,6
R2015004,2015-02-21 10:10:00,0
R2015004,2015-02-21 10:45:00,6
R2015004,2015-02-21 10:50:00,0
R2015004,2015-02-21 11:10:00,6
R2015004,2015-02-21 11:15:00,0
R2015004,2015-02-21 11:45:00,6
R2015004,2015-02-21 11:50:00,0
R2015004,2015-02-21 12:00:00,6
R2015004,2015-02-21 12:05:00,6
R2015004,2015-02-21 12:10:00,0
R2015004,2015-02-21 12:15:00,6
R2015004,2015-02-21 12:20:00,0
R2015004,2015-02-21 12:25:00,6
R2015004,2015-02-21 12:30:00,0
R2015004,2015-02-21 12:35:00,6
R2015004,2015-02-21 12:40:00,0
R2015004,2015-02-21 13:05:00,6
R2015004,2015-02-21 13:10:00,0
R2015004,2015-02-21 13:15:00,6
R2015004,2015-02-21 13:20:00,0
R2015004,2015-02-21 15:05:00,6
R2015004,2015-02-21 15:10:00,0
R2015005,2014-11-30 00:00:00,0
R2015005,2015-03-03 10:40:00,6
R2015005,2015-03-03 10:45:00,0
R2015005,2015-03-03 11:15:00,6
R2015005,2015-03-03 11:20:00,0
R2015005,2015-03-03 12:20:00,6
R2015005,2015-03-03 12:25:00,0
R2015005,2015-03-03 12:40:00,6
R2015005,2015-03-03 12:45:00,0
R2015005,2015-03-03 13:10:00,6
R2015005,2015-03-03 13:15:00,0
R2015005,2015-03-03 13:50:00,6
R2015005,2015-03-03 13:55:00,0
R2015005,2015-03-03 14:35:00,6
R2015005,2015-03-03 14:40:00,0
R2015005,2015-03-03 14:55:00,6
R2015005,2015-03-03 15:00:00,0
R2015005,2015-03-03 15:20:00,6
R2015005,2015-03-03 15:25:00,0
R2015005,2015-03-03 15:45:00,6
R2015005,2015-03-03 15:50:00,0
R2015005,2015-03-03 16:10:00,6
R2015005,2015-03-03 16:15:00,0
R2015005,2015-03-03 16:25:00,6
R2015005,2015-03-03 16:30:00,0
R2015005,2015-03-03 16:50:00,6
R2015005,2015-03-03 16:55:00,0
R2015005,2015-03-03 17:25:00,6
R2015005,2015-03-03 17:30:00,0
R2015005,2015-03-03 18:00:00,6
R2015005,2015-03-03 18:05:00,0
R2015005,2015-03-03 18:20:00,6
R2015005,2015-03-03 18:25:00,0
R2015005,2015-03-03 19:15:00,6
R2015005,2015-03-03 19:20:00,0
R2015005,2015-03-03 20:30:00,6
R2015005,2015-03-03 20:35:00,0
R2015005,2015-03-03 20:50:00,6
R2015005,2015-03-03 20:55:00,0
R2015005,2015-03-03 21:20:00,6
R2015005,2015-03-03 21:25:00,0
R2015005,2015-03-03 21:35:00,6
R2015005,2015-03-03 21:40:00,0
R2015005,2015-03-03 22:45:00,6
R2015005,2015-03-03 22:50:00,0
R2015005,2015-03-03 23:00:00,6
R2015005,2015-03-03 23:05:00,0
R2015005,2015-03-03 23:25:00,6
R2015005,2015-03-03 23:30:00,0
R2015005,2015-03-03 23:50:00,6
R2015005,2015-03-03 23:55:00,0
R2015005,2015-03-04 00:45:00,6
R2015005,2015-03-04 00:50:00,0
R2015005,2015-03-04 01:00:00,6
R2015005,2015-03-04 01:05:00,0
R2015005,2015-03-04 01:30:00,6
R2015005,2015-03-04 01:35:00,0
R2015005,2015-03-04 02:55:00,6
R2015005,2015-03-04 03:00:00,6
R2015005,2015-03-04 03:05:00,0
R2015005,2015-03-04 03:10:00,6
R2015005,2015-03-04 03:15:00,0
R2015005,2015-03-04 03:20:00,6
R2015005,2015-03-04 03:25:00,0
R2015005,2015-03-04 04:00:00,6
R2015005,2015-03-04 04:05:00,0
R2015005,2015-03-04 04:20:00,6
R2015005,2015-03-04 04:25:00,0
R2015005,2015-03-04 04:45:00,6
R2015005,2015-03-04 04:50:00,0
R2015005,2015-03-04 05:10:00,6
R2015005,2015-03-04 05:15:00,0
R2015005,2015-03-04 10:20:00,6
R2015005,2015-03-04 10:25:00,0
R2015005,2015-03-04 10:50:00,6
R2015005,2015-03-04 10:55:00,0
R2015006,2014-11-30 00:00:00,0
R2015006,2015-03-05 02:15:00,6
R2015006,2015-03-05 02:20:00,0
R2015006,2015-03-05 05:55:00,6
R2015006,2015-03-05 06:00:00,0
R2015006,2015-03-05 06:40:00,6
R2015006,2015-03-05 06:45:00,0
R2015006,2015-03-05 07:25:00,6
R2015006,2015-03-05 07:30:00,0
R2015006,2015-03-05 08:10:00,6
R2015006,2015-03-05 08:15:00,6
R2015006,2015-03-05 08:20:00,0
R2015006,2015-03-05 09:40:00,6
R2015006,2015-03-05 09:45:00,0
R2015006,2015-03-05 12:50:00,6
R2015006,2015-03-05 12:55:00,0
R2015006,2015-03-05 13:20:00,6
R2015006,2015-03-05 13:25:00,0
