StationID	Y	M	D	TMEAN	TMAX	TMIN	RM	WS	SSD
58321	2010	11	10	15.1	23.5	7.8	63	1.4	10.9 
58321	2010	11	11	15.2	19.4	11.6	54	1.5	6.0 
58321	2010	11	12	13.3	21.3	5.8	48	2.1	11.3 
58321	2010	11	13	15.7	23.5	8.5	58	1.8	10.4 
58321	2010	11	14	12.3	17.6	10.6	71	2.9	4.7 
58321	2010	11	15	10	11.8	8.7	81	1.6	4.6 
58321	2010	11	16	9.6	14	6	80	1.2	6.5 
58321	2010	11	17	9.1	14.2	4.5	86	1.5	7.5 
58321	2010	11	18	9.8	17.3	3.8	80	1.3	10.2 
58321	2010	11	19	12.4	19.7	8	65	1.8	9.6 
58321	2010	11	20	14.1	20.4	9	68	2.7	9.5 
58321	2010	11	21	14.8	19	11.1	66	1.6	4.7 
58321	2010	11	22	10.6	15.9	6.8	37	1.9	9.6 
58321	2010	11	23	9.7	14.7	4.9	54	2.3	9.2 
58321	2010	11	24	10	15.6	4.1	62	1.3	6.6 
58321	2010	11	25	9.1	15.6	4.1	68	1	8.4 
58321	2010	11	26	10.3	16.9	4.9	65	1.9	8.5 
58321	2010	11	27	10.9	18.8	4.5	70	1.2	8.7 
58321	2010	11	28	11.5	16.2	9.1	63	1.7	8.5 
58321	2010	11	29	11.9	20.2	6.1	73	1	8.5 
58321	2010	11	30	12.3	21.5	6.6	69	1.6	8.4 
58321	2010	12	1	12.2	20.2	5	67	1.1	8.2 
58321	2010	12	2	13.9	20.8	7.5	55	2.1	8.3 
58321	2010	12	3	9.4	14.8	3.3	36	1.6	8.3 
58321	2010	12	4	12.5	20	6.7	55	3.1	8.6 
58321	2010	12	5	15.3	22.3	8	60	1.6	7.8 
58321	2010	12	6	10.3	18.3	8.4	44	4.2	6.7 
58321	2010	12	7	6.2	11.4	1.8	33	2.3	8.1 
58321	2010	12	8	7.2	15.7	0.5	45	2.3	7.8 
58321	2010	12	9	9	15.9	3.3	49	2.5	7.9 
58321	2010	12	10	12.5	21.2	4.5	46	1.6	7.9 
58321	2010	12	11	10.3	14.9	6.8	38	2.6	7.1 
58321	2010	12	12	9.7	10.2	8.6	86	1.7	3.6 
58321	2010	12	13	9.4	10.3	8.6	97	2.5	3.6 
58321	2010	12	14	2.2	8.6	1.2	91	3.5	3.6 
58321	2010	12	15	0.1	1.6	-0.8	83	2.8	3.5 
58321	2010	12	16	-0.8	2.5	-3.2	58	3.2	7.3 
58321	2010	12	17	2.5	10.3	-4.1	72	2.4	7.6 
58321	2010	12	18	5.5	11.5	0.7	67	3.7	7.8 
58321	2010	12	19	9.7	16	4.6	50	2	5.5 
58321	2010	12	20	6.4	13.8	0.5	63	0.7	7.1 
58321	2010	12	21	7.1	16.4	1.5	70	1.3	7.2 
58321	2010	12	22	8.1	17.3	0.8	65	1.6	7.4 
58321	2010	12	23	9.2	16.4	4	68	2.3	6.7 
58321	2010	12	24	2.1	8.5	-0.3	63	4.9	3.5 
58321	2010	12	25	-0.9	1.9	-2.8	55	2	4.4 
58321	2010	12	26	2	9.8	-3.4	67	3.1	7.4 
58321	2010	12	27	5	13.6	-1	74	1.5	7.5 
58321	2010	12	28	5.3	11.6	-0.7	56	1.2	7.3 
58321	2010	12	29	6.9	13.4	-0.4	35	2.7	7.0 
58321	2010	12	30	2.2	9.5	-2.4	24	3.7	7.9 
58321	2010	12	31	-1.4	2.8	-3.9	24	1.9	7.8 
58321	2011	1	1	-0.4	3.1	-4.1	22	2	4.7 
58321	2011	1	2	0	2.3	-1.4	57	2.5	7.2 
58321	2011	1	3	-0.3	2.6	-2	78	1.5	5.5 
58321	2011	1	4	1.1	4.7	-3.1	45	1.3	6.7 
58321	2011	1	5	3.1	4.4	1.8	47	0.9	5.2 
58321	2011	1	6	0.4	3.5	-2.8	29	3	7.7 
58321	2011	1	7	-2.2	3.5	-5.7	44	0.8	3.7 
58321	2011	1	8	-0.5	7.7	-6.7	52	1	3.8 
58321	2011	1	9	1.7	4.6	-0.7	27	3.8	6.8 
58321	2011	1	10	-1.4	3	-5.6	25	1.8	3.8 
58321	2011	1	11	-0.8	5.6	-6.3	38	3	3.9 
58321	2011	1	12	-0.6	5.5	-5.7	36	1.4	8.4 
58321	2011	1	13	1.6	8.3	-3.8	41	1.2	8.8 
58321	2011	1	14	4.8	8.8	1.9	45	2.1	8.8 
58321	2011	1	15	0.9	6	-1.3	35	4	4.0 
58321	2011	1	16	-2.8	1.5	-7.6	32	2	5.4 
58321	2011	1	17	-1.8	1.7	-4.6	36	1.7	8.5 
58321	2011	1	18	-1.1	0.2	-2.3	70	2.2	8.5 
58321	2011	1	19	-0.8	1.5	-3.1	81	2.3	5.9 
58321	2011	1	20	-0.6	0.8	-1.3	91	2.4	4.3 
58321	2011	1	21	-0.7	2.4	-1.8	89	1.3	6.1 
58321	2011	1	22	0.1	5	-4	79	1	4.4 
58321	2011	1	23	2.4	5.4	-1.2	65	1.8	8.2 
58321	2011	1	24	1	5.1	-3.8	33	1.7	4.5 
58321	2011	1	25	2.3	7.4	-2.6	44	1.7	9.4 
58321	2011	1	26	3.6	7.3	0.4	47	2.7	9.9 
58321	2011	1	27	1.9	4.8	0.7	79	2.9	4.6 
58321	2011	1	28	0.5	1.9	-0.6	92	2.7	8.8 
58321	2011	1	29	-0.2	3.4	-3.2	75	2.3	9.4 
58321	2011	1	30	-1.1	4.2	-5.2	45	0.9	4.8 
58321	2011	1	31	-0.4	7	-5.8	53	1.5	4.9 
58321	2011	2	1	3.4	10.8	-2.2	53	0.7	4.9 
58321	2011	2	2	3.3	11.3	-3.1	64	1.5	5.0 
58321	2011	2	3	6	14.2	-1.1	57	0.9	5.1 
58321	2011	2	4	5.3	14.7	-1.3	62	1.1	5.1 
58321	2011	2	5	7.4	16.7	-0.2	62	1.5	5.2 
58321	2011	2	6	11.5	18.5	5.5	47	1.6	5.2 
58321	2011	2	7	9.3	14.7	4.3	57	1.9	5.3 
58321	2011	2	8	9.9	13.2	7.1	71	2.8	9.5 
58321	2011	2	9	5.8	9.8	2.6	74	4.9	5.4 
58321	2011	2	10	1.1	2.7	0.1	88	3.3	5.5 
58321	2011	2	11	1.6	4.5	-0.7	74	1.9	5.6 
58321	2011	2	12	1.5	4.6	-2.2	59	2.4	12.5 
